Area name,SOC code,SOC title,Est. empl.,Avg. wage,25th P,50th P,75th P,Annual wage,,Index
Western Washington nonmetropolitan area,29-2061,Licensed Practical and Licensed Vocational Nurses,293,$31.17,$28.06,$30.83,$35.05,"$64,830",,
Western Washington nonmetropolitan area,19-4099,"Life, Physical, and Social Science Technicians, All Other",13,$28.55,$21.50,$26.36,$34.86,"$59,380",,
Western Washington nonmetropolitan area,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",161,$14.96,$14.49,$14.62,$15.02,"$31,110",,
Western Washington nonmetropolitan area,53-3033,Light Truck Drivers,753,$22.46,$16.71,$19.81,$25.64,"$46,710",,
Western Washington nonmetropolitan area,43-4131,Loan Interviewers and Clerks,133,$22.30,$18.94,$21.81,$23.89,"$46,380",,
Western Washington nonmetropolitan area,13-2072,Loan Officers,220,$33.50,$23.02,$27.20,$37.31,"$69,690",,
Western Washington nonmetropolitan area,11-9081,Lodging Managers,96,$31.31,$24.09,$27.99,$37.28,"$65,120",,
Western Washington nonmetropolitan area,45-4023,Log Graders and Scalers,98,$27.21,$22.99,$28.35,$29.71,"$56,600",,
Western Washington nonmetropolitan area,45-4022,Logging Equipment Operators,438,$29.66,$28.50,$29.28,$30.26,"$61,700",,
Western Washington nonmetropolitan area,45-4029,"Logging Workers, All Other",241,$29.02,$28.77,$28.78,$28.93,"$60,370",,
Western Washington nonmetropolitan area,13-1081,Logisticians,73,$37.62,$30.01,$36.07,$40.99,"$78,240",,
Western Washington nonmetropolitan area,53-7063,Machine Feeders and Offbearers,294,$21.26,$17.88,$21.95,$22.23,"$44,220",,
Western Washington nonmetropolitan area,51-4041,Machinists,141,$26.78,$22.52,$26.75,$31.46,"$55,700",,
Western Washington nonmetropolitan area,29-2035,Magnetic Resonance Imaging Technologists,31,$44.63,$38.92,$41.98,$49.23,"$92,820",,
Western Washington nonmetropolitan area,37-2012,Maids and Housekeeping Cleaners,"1,428",$16.32,$15.03,$16.13,$16.72,"$33,940",,
Western Washington nonmetropolitan area,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",36,$19.14,$16.07,$17.71,$21.36,"$39,800",,
Western Washington nonmetropolitan area,49-9071,"Maintenance and Repair Workers, General","1,783",$23.58,$17.94,$21.90,$28.05,"$49,040",,
Western Washington nonmetropolitan area,49-9043,"Maintenance Workers, Machinery",35,$27.24,$26.39,$26.88,$29.45,"$56,670",,
Western Washington nonmetropolitan area,13-1111,Management Analysts,162,$40.37,$30.59,$37.50,$48.20,"$83,960",,
Western Washington nonmetropolitan area,11-9199,"Managers, All Other",228,$58.91,$46.49,$57.47,$63.36,"$122,540",,
Western Washington nonmetropolitan area,39-5092,Manicurists and Pedicurists,114,$19.82,$16.21,$18.24,$21.42,"$41,220",,
Western Washington nonmetropolitan area,13-1161,Market Research Analysts and Marketing Specialists,506,$26.17,$19.62,$20.35,$30.48,"$54,440",,
Western Washington nonmetropolitan area,11-2021,Marketing Managers,79,$75.19,$45.49,$63.77,$92.48,"$156,380",,
Western Washington nonmetropolitan area,21-1013,Marriage and Family Therapists,29,$30.23,$19.66,$23.77,$35.79,"$62,880",,
Western Washington nonmetropolitan area,31-9011,Massage Therapists,107,$30.78,$21.72,$30.53,$39.00,"$64,020",,
Western Washington nonmetropolitan area,25-1022,"Mathematical Science Teachers, Postsecondary",21,-,-,-,-,"$65,570",,
Western Washington nonmetropolitan area,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",615,$15.42,$14.55,$14.72,$15.70,"$32,080",,
Western Washington nonmetropolitan area,17-3013,Mechanical Drafters,42,$28.47,$23.14,$29.02,$32.34,"$59,210",,
Western Washington nonmetropolitan area,17-2141,Mechanical Engineers,60,$42.03,$32.87,$38.61,$48.92,"$87,430",,
Western Washington nonmetropolitan area,11-9111,Medical and Health Services Managers,239,$64.83,$40.39,$50.40,$62.80,"$134,840",,
Western Washington nonmetropolitan area,31-9092,Medical Assistants,660,$21.94,$19.45,$21.95,$24.13,"$45,630",,
Western Washington nonmetropolitan area,31-9093,Medical Equipment Preparers,58,$20.43,$16.92,$19.42,$22.67,"$42,480",,
Western Washington nonmetropolitan area,49-9062,Medical Equipment Repairers,13,$34.02,$30.19,$31.10,$37.54,"$70,760",,
Western Washington nonmetropolitan area,29-2072,Medical Records Specialists,150,$24.82,$19.22,$23.64,$28.27,"$51,620",,
Western Washington nonmetropolitan area,43-6013,Medical Secretaries and Administrative Assistants,401,$22.39,$18.97,$22.42,$24.57,"$46,580",,
Western Washington nonmetropolitan area,31-9094,Medical Transcriptionists,34,$19.65,$15.74,$16.58,$23.74,"$40,870",,
Western Washington nonmetropolitan area,13-1121,"Meeting, Convention, and Event Planners",104,$24.05,$18.49,$22.96,$28.10,"$50,020",,
Western Washington nonmetropolitan area,21-1023,Mental Health and Substance Abuse Social Workers,103,$26.75,$20.58,$26.01,$33.20,"$55,630",,
Western Washington nonmetropolitan area,27-1026,Merchandise Displayers and Window Trimmers,80,$18.73,$16.78,$17.07,$17.93,"$38,960",,
Western Washington nonmetropolitan area,51-4199,"Metal Workers and Plastic Workers, All Other",23,$17.55,$15.26,$17.17,$19.04,"$36,510",,
Western Washington nonmetropolitan area,43-5041,"Meter Readers, Utilities",48,$26.06,$22.08,$26.88,$26.88,"$54,210",,
Western Washington nonmetropolitan area,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",483,-,-,-,-,"$83,200",,
Western Washington nonmetropolitan area,49-9044,Millwrights,233,$32.95,$31.17,$32.05,$34.03,"$68,530",,
Western Washington nonmetropolitan area,51-2090,Miscellaneous Assemblers and Fabricators,693,$20.09,$17.85,$19.22,$21.19,"$41,790",,
Western Washington nonmetropolitan area,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",131,$22.48,$19.44,$22.58,$23.69,"$46,760",,
Western Washington nonmetropolitan area,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",308,$31.45,$27.32,$29.99,$35.49,"$65,420",,
Western Washington nonmetropolitan area,51-4072,Molding/Coremaking/ Casting Mach. Setters/Oprs. & Tenders/Metal & Plastic,26,$19.56,$17.04,$17.60,$18.02,"$40,670",,
Western Washington nonmetropolitan area,39-4031,"Morticians, Undertakers, and Funeral Arrangers",37,$27.22,$21.40,$26.89,$28.13,"$56,610",,
Western Washington nonmetropolitan area,49-3051,Motorboat Mechanics and Service Technicians,78,$24.97,$22.79,$24.44,$28.62,"$51,930",,
Western Washington nonmetropolitan area,53-5022,Motorboat Operators,12,$29.64,$21.64,$28.51,$35.14,"$61,660",,
Western Washington nonmetropolitan area,25-4013,Museum Technicians and Conservators,18,$21.93,$15.44,$19.31,$26.94,"$45,610",,
Western Washington nonmetropolitan area,11-9121,Natural Sciences Managers,31,$59.16,$48.46,$52.93,$71.47,"$123,050",,
Western Washington nonmetropolitan area,15-1244,Network and Computer Systems Administrators,124,$40.75,$35.13,$40.11,$46.55,"$84,760",,
Western Washington nonmetropolitan area,43-4141,New Accounts Clerks,27,$21.31,$18.41,$21.02,$22.45,"$44,320",,
Western Washington nonmetropolitan area,27-3023,"News Analysts, Reporters, and Journalists",37,$19.22,$17.57,$17.74,$22.77,"$39,970",,
Western Washington nonmetropolitan area,29-2033,Nuclear Medicine Technologists,12,$49.36,$46.29,$49.12,$54.20,"$102,660",,
Western Washington nonmetropolitan area,29-1151,Nurse Anesthetists,17,$125.13,$102.00,-,-,"$260,260",,
Western Washington nonmetropolitan area,29-1171,Nurse Practitioners,185,$62.38,$55.18,$61.99,$65.46,"$129,740",,
Western Washington nonmetropolitan area,31-1131,Nursing Assistants,"1,026",$19.49,$17.54,$18.45,$21.41,"$40,540",,
Western Washington nonmetropolitan area,25-1072,"Nursing Instructors and Teachers, Postsecondary",25,-,-,-,-,"$76,440",,
Western Washington nonmetropolitan area,19-5011,Occupational Health and Safety Specialists,86,$37.14,$31.45,$36.77,$41.97,"$77,250",,
Western Washington nonmetropolitan area,29-1122,Occupational Therapists,90,$45.56,$38.45,$45.67,$51.40,"$94,770",,
Western Washington nonmetropolitan area,31-2011,Occupational Therapy Assistants,14,$31.72,$30.11,$31.89,$35.06,"$65,970",,
Western Washington nonmetropolitan area,43-9199,"Office and Administrative Support Workers, All Other",177,$19.91,$15.31,$18.92,$23.74,"$41,400",,
Western Washington nonmetropolitan area,43-9061,"Office Clerks, General","2,248",$20.91,$16.96,$19.74,$23.43,"$43,490",,
Western Washington nonmetropolitan area,47-2073,Operating Engineers and Other Construction Equipment Operators,625,$33.06,$23.88,$29.38,$41.35,"$68,760",,
Western Washington nonmetropolitan area,29-2057,Ophthalmic Medical Technicians,29,$19.87,$17.34,$18.88,$21.27,"$41,320",,
Western Washington nonmetropolitan area,29-1241,"Ophthalmologists, Except Pediatric",-,$106.72,$95.62,$95.62,$95.62,"$221,970",,
Western Washington nonmetropolitan area,29-2081,"Opticians, Dispensing",68,$21.37,$17.32,$21.79,$24.07,"$44,450",,
Western Washington nonmetropolitan area,29-1041,Optometrists,27,$58.26,$52.63,$58.18,$63.83,"$121,190",,
Western Washington nonmetropolitan area,43-4151,Order Clerks,56,$20.39,$16.52,$20.00,$22.38,"$42,410",,
Western Washington nonmetropolitan area,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,47,$20.34,$16.77,$17.92,$22.57,"$42,310",,
Western Washington nonmetropolitan area,51-9111,Packaging and Filling Machine Operators and Tenders,253,$18.11,$15.00,$16.44,$21.36,"$37,680",,
Western Washington nonmetropolitan area,53-7064,"Packers and Packagers, Hand",334,$17.85,$15.44,$16.64,$18.58,"$37,120",,
Western Washington nonmetropolitan area,47-2141,"Painters, Construction and Maintenance",219,$24.85,$22.22,$23.17,$24.10,"$51,690",,
Western Washington nonmetropolitan area,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",173,$27.51,$21.26,$28.14,$35.70,"$57,230",,
Western Washington nonmetropolitan area,23-2011,Paralegals and Legal Assistants,196,$27.61,$23.44,$29.22,$30.28,"$57,440",,
Western Washington nonmetropolitan area,29-2043,Paramedics,166,$33.07,$23.77,$31.33,$35.98,"$68,790",,
Western Washington nonmetropolitan area,53-6021,Parking Attendants,57,$15.74,$14.49,$15.31,$16.36,"$32,730",,
Western Washington nonmetropolitan area,41-2022,Parts Salespersons,266,$18.99,$16.59,$17.64,$21.24,"$39,490",,
Western Washington nonmetropolitan area,43-3051,Payroll and Timekeeping Clerks,145,$26.47,$23.02,$25.72,$30.38,"$55,050",,
Western Washington nonmetropolitan area,29-1221,"Pediatricians, General",-,$99.06,$84.58,$106.27,$106.27,"$206,050",,
Western Washington nonmetropolitan area,39-9099,"Personal Care and Service Workers, All Other",-,$26.95,$19.86,$28.35,$28.85,"$56,050",,
Western Washington nonmetropolitan area,13-2052,Personal Financial Advisors,155,$100.40,$24.09,$35.83,$72.72,"$208,830",,
Western Washington nonmetropolitan area,37-2021,Pest Control Workers,113,$23.17,$17.58,$21.03,$26.63,"$48,190",,
Western Washington nonmetropolitan area,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",-,$26.07,$20.66,$23.89,$24.99,"$54,230",,
Western Washington nonmetropolitan area,29-1051,Pharmacists,281,$64.42,$61.12,$64.98,$71.89,"$133,980",,
Western Washington nonmetropolitan area,31-9095,Pharmacy Aides,64,$17.81,$16.60,$16.79,$19.00,"$37,050",,
Western Washington nonmetropolitan area,29-2052,Pharmacy Technicians,358,$21.98,$18.36,$22.01,$23.75,"$45,710",,
Western Washington nonmetropolitan area,31-9097,Phlebotomists,95,$22.34,$19.36,$23.85,$23.91,"$46,470",,
Western Washington nonmetropolitan area,27-4021,Photographers,15,$24.81,$20.41,$21.77,$28.87,"$51,600",,
Western Washington nonmetropolitan area,31-2022,Physical Therapist Aides,23,$18.61,$16.58,$16.71,$16.93,"$38,710",,
Western Washington nonmetropolitan area,31-2021,Physical Therapist Assistants,101,$26.78,$19.60,$27.61,$32.36,"$55,710",,
Western Washington nonmetropolitan area,29-1123,Physical Therapists,229,$48.32,$40.59,$48.50,$51.67,"$100,500",,
Western Washington nonmetropolitan area,29-1071,Physician Assistants,108,$65.87,$59.01,$62.65,$76.21,"$137,020",,
Western Washington nonmetropolitan area,29-1229,"Physicians, All Other",208,$121.98,$90.36,-,-,"$253,720",,
Western Washington nonmetropolitan area,47-2151,Pipelayers,53,$28.75,$24.77,$30.21,$31.58,"$59,790",,
Western Washington nonmetropolitan area,47-2152,"Plumbers, Pipefitters, and Steamfitters",317,$31.41,$22.15,$28.70,$36.58,"$65,340",,
Western Washington nonmetropolitan area,33-3051,Police and Sheriff's Patrol Officers,689,$35.78,$29.43,$37.14,$40.49,"$74,430",,
Western Washington nonmetropolitan area,43-5051,Postal Service Clerks,206,$26.16,$24.11,$26.62,$28.73,"$54,410",,
Western Washington nonmetropolitan area,43-5052,Postal Service Mail Carriers,356,$25.19,$19.06,$23.96,$29.24,"$52,390",,
Western Washington nonmetropolitan area,11-9131,Postmasters and Mail Superintendents,54,$38.07,$35.93,$37.47,$41.60,"$79,180",,
Western Washington nonmetropolitan area,25-1199,"Postsecondary Teachers, All Other",10,-,-,-,-,"$62,410",,
Western Washington nonmetropolitan area,25-2011,"Preschool Teachers, Except Special Education",332,$19.16,$16.30,$17.31,$20.93,"$39,860",,
Western Washington nonmetropolitan area,51-6021,"Pressers, Textile, Garment, and Related Materials",14,$16.77,$15.90,$17.13,$17.50,"$34,880",,
Western Washington nonmetropolitan area,51-5112,Printing Press Operators,34,$19.77,$16.52,$18.00,$22.39,"$41,120",,
Western Washington nonmetropolitan area,21-1092,Probation Officers and Correctional Treatment Specialists,302,$31.79,$30.13,$31.71,$34.14,"$66,130",,
Western Washington nonmetropolitan area,43-3061,Procurement Clerks,103,$21.99,$19.09,$22.55,$24.17,"$45,750",,
Western Washington nonmetropolitan area,27-2012,Producers and Directors,53,$28.72,$20.09,$23.17,$29.58,"$59,740",,
Western Washington nonmetropolitan area,51-9199,"Production Workers, All Other",31,$23.67,$24.34,$24.35,$24.35,"$49,230",,
Western Washington nonmetropolitan area,43-5061,"Production, Planning, and Expediting Clerks",225,$25.31,$17.10,$23.09,$31.03,"$52,630",,
Western Washington nonmetropolitan area,13-1082,Project Management Specialists,140,$42.70,$29.19,$39.07,$51.37,"$88,820",,
Western Washington nonmetropolitan area,13-2020,Property Appraisers and Assessors,91,$32.17,$24.73,$30.72,$38.14,"$66,910",,
Western Washington nonmetropolitan area,11-9141,"Property, Real Estate, and Community Association Managers",85,-,-,-,-,-,,
Western Washington nonmetropolitan area,33-9099,"Protective Service Workers, All Other",135,$20.02,$17.36,$18.57,$22.38,"$41,640",,
Western Washington nonmetropolitan area,29-1223,Psychiatrists,18,$92.28,$65.92,$79.96,-,"$191,930",,
Western Washington nonmetropolitan area,25-1066,"Psychology Teachers, Postsecondary",16,-,-,-,-,"$60,880",,
Western Washington nonmetropolitan area,11-2032,Public Relations Managers,16,$52.84,$42.37,$48.02,$65.37,"$109,910",,
Western Washington nonmetropolitan area,27-3031,Public Relations Specialists,97,$35.69,$25.30,$31.84,$43.17,"$74,240",,
Western Washington nonmetropolitan area,11-3061,Purchasing Managers,21,$54.45,$51.23,$51.24,$60.46,"$113,260",,
Western Washington nonmetropolitan area,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",19,$41.08,$37.26,$37.26,$51.75,"$85,440",,
Western Washington nonmetropolitan area,29-2034,Radiologic Technologists and Technicians,153,$37.71,$30.89,$39.50,$45.65,"$78,430",,
Western Washington nonmetropolitan area,41-9022,Real Estate Sales Agents,60,$32.07,$27.20,$29.90,$35.93,"$66,700",,
Western Washington nonmetropolitan area,43-4171,Receptionists and Information Clerks,"1,137",$18.31,$15.56,$17.35,$20.48,"$38,080",,
Western Washington nonmetropolitan area,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",14,-,-,-,-,"$61,290",,
Western Washington nonmetropolitan area,39-9032,Recreation Workers,316,$16.83,$14.71,$16.10,$17.52,"$35,010",,
Western Washington nonmetropolitan area,29-1125,Recreational Therapists,19,$28.82,$25.66,$28.00,$31.94,"$59,940",,
Western Washington nonmetropolitan area,53-7081,Refuse and Recyclable Material Collectors,243,$25.93,$23.13,$27.48,$28.91,"$53,930",,
Western Washington nonmetropolitan area,29-1141,Registered Nurses,"2,169",$46.71,$39.17,$48.11,$51.36,"$97,150",,
Western Washington nonmetropolitan area,21-1015,Rehabilitation Counselors,171,$24.11,$18.31,$22.35,$27.69,"$50,140",,
Western Washington nonmetropolitan area,21-2099,"Religious Workers, All Other",15,$25.44,$20.70,$23.68,$31.58,"$52,910",,
Western Washington nonmetropolitan area,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,35,$18.82,$16.55,$16.84,$20.38,"$39,140",,
Western Washington nonmetropolitan area,39-9041,Residential Advisors,61,$20.31,$17.47,$19.43,$22.82,"$42,250",,
Western Washington nonmetropolitan area,29-1126,Respiratory Therapists,98,$40.12,$32.56,$38.11,$44.38,"$83,450",,
Western Washington nonmetropolitan area,41-2031,Retail Salespersons,"3,773",$18.13,$15.20,$16.62,$18.02,"$37,700",,
Western Washington nonmetropolitan area,49-9096,Riggers,12,$29.88,$26.97,$29.84,$32.06,"$62,140",,
Western Washington nonmetropolitan area,47-2181,Roofers,270,$27.52,$23.23,$27.96,$29.42,"$57,250",,
Western Washington nonmetropolitan area,53-5011,Sailors and Marine Oilers,61,$27.71,$22.74,$31.63,$32.49,"$57,640",,
Western Washington nonmetropolitan area,41-9099,"Sales and Related Workers, All Other",29,$27.25,$15.52,$17.36,$23.98,"$56,680",,
